Data downloaded from 'http://windspeed.atcouncil.org' on Thu Jul 30 16:27:05 2015 CDT
Latitude(degrees, positive north),
Longitude(degrees, positive east),
ASCE 7-05 Wind speeds (50-years mean recurrence interval for 3-seconds peak gust, in miles-per-hour),
ASCE 7-10 Wind speeds (Risk Category III-IV: >1700-years mean recurrence interval for 3-seconds peak gust, in miles-per-hour)
30.7721431734,-83.0535064699,99,120
30.7721431734,-82.9526204665,99,121
30.7721431734,-82.851734463,99,121
30.7721431734,-82.7508484596,99,122
30.7721431734,-82.6499624561,99,122
30.7721431734,-82.5490764527,99,123
30.7721431734,-82.4481904492,99,124
30.7721431734,-82.3473044458,100,125
30.7721431734,-82.2464184423,100,126
30.7721431734,-82.1455324389,103,127
30.7721431734,-82.0446464354,105,128
30.7721431734,-81.943760432,107,130
30.7721431734,-81.8428744285,110,132
30.7721431734,-81.7419884251,113,134
30.7721431734,-81.6411024216,117,137
30.7721431734,-81.5402164182,120,139
30.7721431734,-81.4393304147,121,142
30.7721431734,-81.3384444113,NaN,NaN
30.7721431734,-81.2375584078,NaN,NaN
30.7721431734,-81.1366724044,NaN,NaN
30.7721431734,-81.0357864009,NaN,NaN
30.7721431734,-80.9349003975,NaN,NaN
30.7721431734,-80.834014394,NaN,NaN
30.7721431734,-80.7331283906,NaN,NaN
30.7721431734,-80.6322423871,NaN,NaN
30.7721431734,-80.5313563837,NaN,NaN
30.7721431734,-80.4304703802,NaN,NaN
30.7721431734,-80.3295843768,NaN,NaN
30.7721431734,-80.2286983733,NaN,NaN
30.7721431734,-80.1278123699,NaN,NaN
30.7721431734,-80.0269263664,NaN,NaN
30.7721431734,-79.926040363,NaN,NaN
30.7721431734,-79.8251543595,NaN,NaN
30.7721431734,-79.7242683561,NaN,NaN
30.7721431734,-79.6233823526,NaN,NaN
30.7721431734,-79.5224963492,NaN,NaN
30.7721431734,-79.4216103457,NaN,NaN
30.7721431734,-79.3207243423,NaN,NaN
30.7721431734,-79.2198383388,NaN,NaN
30.7721431734,-79.1189523354,NaN,NaN
30.7721431734,-79.0180663319,NaN,NaN
30.7721431734,-78.9171803285,NaN,NaN
30.7721431734,-78.816294325,NaN,NaN
30.7721431734,-78.7154083216,NaN,NaN
30.7721431734,-78.6145223181,NaN,NaN
30.7721431734,-78.5136363147,NaN,NaN
30.7721431734,-78.4127503112,NaN,NaN
30.7721431734,-78.3118643078,NaN,NaN
30.7721431734,-78.2109783043,NaN,NaN
30.7721431734,-78.1100923009,NaN,NaN
30.7721431734,-78.0092062974,NaN,NaN
30.7721431734,-77.908320294,NaN,NaN
30.7721431734,-77.8074342905,NaN,NaN
30.7721431734,-77.7065482871,NaN,NaN
30.7721431734,-77.6056622836,NaN,NaN
30.7721431734,-77.5047762802,NaN,NaN
30.7721431734,-77.4038902767,NaN,NaN
30.7721431734,-77.3030042733,NaN,NaN
30.7721431734,-77.2021182698,NaN,NaN
30.7721431734,-77.1012322664,NaN,NaN
30.7721431734,-77.0003462629,NaN,NaN
30.7721431734,-76.8994602595,NaN,NaN
30.7721431734,-76.798574256,NaN,NaN
30.7721431734,-76.6976882526,NaN,NaN
30.7721431734,-76.5968022491,NaN,NaN
30.7721431734,-76.4959162457,NaN,NaN
30.7721431734,-76.3950302422,NaN,NaN
30.7721431734,-76.2941442388,NaN,NaN
30.7721431734,-76.1932582353,NaN,NaN
30.7721431734,-76.0923722319,NaN,NaN
30.7721431734,-75.9914862284,NaN,NaN
